Text,Summary,Score
"I had a sample at the Albanese factory in Indiana, and this is the best gummy candy they had. Don't get me wrong, I liked the other candy like the gummy bears and stuff but this was the tastiest one ever!!! I recommend this candy to anyone that likes sweet stuff.",Best Gummi Candy Ever!,5
"I bought a pack of this and the Chilean Lime. My wife likes the lime, which are good, but strong tasting. On the other hand, these BBQ chips have a relatively subtle BBQ flavor; nothing like a bag of Lays for instance. The potato taste comes through more than the seasoning. I like them a lot. I'm not sure about the ""health"" value, but I'm a fan!",Great chips,5
"As the weather changes, I am on the lookout for this season's beverage.  Tried quite a few of the k-cup offerings, but wanted to try something different.<br /><br />Nescafe Memento Cappuccino is a very good cool weather choice.  The foamy top layer gives you the feel of a coffee shop beverage, without having to leave the comfort of your home.  Per their description, the premixed packets contain real coffee, milk and sugar, which is what, captured my attention in the first place.  Many of the coffee companies, in an attempt to help the consumer cut calories offer that horrible stevia stuff, which in my opinion leaves a horrible aftertaste and I avoid any products with that or sucralose as an ingredient.<br /><br />Not too sweet, not too bitter, a good combination of flavors and textures for that midafternoon break from the rest of the world.",A Good Combination of Flavors and Textures,5
"These chips are delicious. Salty sweet with a hint of spice. I have no idea how Tamari is supposed to taste, but these chips are awesome. I just finished an entire bag in one day!",Delicious,5
Best quality ??ø??ø??ø,Nan,5
Nice product,Fabulous!,5
Superb,Wonderful,5
Product is good thanks to flipkart and Bajaj for wonderful product and in very low price ..,Super!,5
"Greatt, i like it",Super!,5
Our Newf Owen is a Senior citizen now so wanted to switch him over to a treat that fit his mature lifestyle.  He loves these just as he did the regular Greenies.,Greenies for Owen,5
"There's really not much else to say about this - it's an incredible deal when compared to normal retail prices for saffron.  The saffron is good quality and noticeably fresh (the use-by date on mine was three years away) and it's a fraction of the usual cost.  One thing I particularly liked and that isn't made clear by the description is that this product is actually five one-gram boxes and not one five-gram box, so the saffron in the boxes you haven't opened yet will stay fresh longer.  Still, if you only use saffron every once in a while you'd be better off buying a smaller quantity even if you pay a little more by weight; this is a considerable amount of saffron.  I cook with it regularly so it's great for me, I'm very pleased with this purchase.",Good saffron for an great price,5
Best â¤ï¸â¤ï¸â¤ï¸10/0,Classy product,5
Great quality,Simply awesome,5
This oil is totally non sticky and come with the benifits of aloevera and olive oil .and packaging is also good,Awesome,5
"I have been a huge fan of Jelly Bellys since I was a kid, which was about 25 years ago.  I have always had a favorite.  At first it was peach, then banana.  Juicy pear came along and that was my favorite for about ten years.  I thought nothing would top it, ever.  Then I tried red apple.  It is sweet and tart and really delicious, my new favorite flavor.  A ten pound box is surprisingly tempting and I am sorry they are currently all sold out.",My favorite Jelly Belly flavor,5
Nice product. Worth of money. Light in weight.fits perfectly. No complain.,Nan,5
Good,Awesome,5
"Mugicha is so delicious, especially when ice cold.  It really quenches thirst and has a nice, slightly astringent flavor.  It was the first thing I consumed when I first went to Asia, specifically Korea.  I drank it a lot in Japan too.  The Japanese drink it mostly in the summer but I like it year round.  Enjoy a glass today.  Oh, and it is so simple to make, just put a bag in a big jug and add cold water and put in the fridge, it is ready in 2 hours.  So easy!",Mugicha hits the spot!,5
Good,Nan,5
"These are commonly called ""squashed-fly"" biscuits in the UK.  I have eaten the domestic and English varities, and I feel there is little to choose between them.  I am just happy enough to have Amazon provide them, in order for me to properly enjoy my Yorkshire tea.",Squashed Fly Biscuits,5
Very good quality product ð,Worth every penny,5
So nice product ?????????,Wonderful,5
This is probably one of the best BBQ sauces that I have had. It has bold flavor and a bit spicy but the heat goes away quickly.,1 smoking BBQ sauce,5
Very good product,Terrific,5
My fav,Nan,5
"We have been baking these brownies for several years as I have a gluten-free son who is the pickiest of eaters.  If there was a change to the recipe when the company was acquired by Glutino, it did not affect its taste to our family!<br /><br />These are fudgey and chewy not at all dry or cake-like.  We tried freezing them to make them last longer, but they are just as good if not better frozen.  We cut ours after baking and freeze them already cut in a zip-lock bag.<br /><br />A few years ago, an organic living magazine did a taste-test on all brownies and these placed first.  Incidentally, Gluten-Free's chocolate cake mix which used to be called Danielle's decadent cake mix also took first place and it makes the best chocolate cupcakes I have ever eaten!  Try topping them with Pamela's dark chocolate frosting mix. The best!  NO ONE will ever suspect either mix is gluten-free.",Took Top Honors,5
love that product well and good with this price ðð¼,Excellent,5
this is a great tasting product...thanks. Fast shipping and quality product. follow directions closely to get the desired doneness. I have ordered several times from this seller.,great product for gluten free,5
"I decided to contact Dentyne about my favorite gum.  I couldn't figure out why all of a sudden all I could find was Dentyne ICE, which is SUGARLESS!!  I want my Dentyne with sugar in it for heavens sake.  Dentyne answered me saying I should ask my favorite store to carry it, yeah right, like they are going to listen to me.  All they care about is carrying the ""latest and greatest (not)"" junk.  It's ridiculous that I have to order it and pay postage when all stores SHOULD still sell this!  At least they sell Beemans throughout the year (if you're lucky enough to run across it), of course, they want twice the price of any other gum, I suppose that's what they'd do with Dentyne if they sold it.",I thought they quit making it,5
