Text,Summary,Score
"This broth is tasty and works well with so many dishes.  However, since my family was used to Swanson, we found recipes that we were used to tasted different.  Although my taste buds are not smart enough to know what the difference was, I assume this comes from the combination of ingredients used to make this broth.  The ingredients are listed here:<br /><br />Ingredients:<br />Organic chicken broth (filtered water, organic chicken), Organic chicken flavor, Natural chicken flavor (chicken broth, salt), Organic evaporated cane juice, Autolyzed yeast extract, Organic onion powder, Turmeric, Organic flavor.<br /><br />Going organic I have had to make many adjustments and this is just another one but totally worth it.  In the long run going organic is the best thing for our family and despite tasting different this broth is still delicious.  Enjoy!<br /><br />Also, for those interested, from what I have read 'autolyzed yeast extract' is a type of MSG.<br /><br />""The amino-acids contained in the Yeast Extracts result exclusively from the proteins present in food grade Yeasts (baker's or brewer's or lactic) which are used to manufacture the Extracts. Those amino-acids contain a large proportion of essential amino-acids, particularly lysine, together with glutamic acid. The Yeast Extracts contain a maximum of 18 % glutamic acid on the basis of the total protein content (total glutamic acid refers to both free glutamic acid and glutamic acid in small peptides). The free glutamic acid content is between 6 % and 13 % of the total protein content. This free glutamic acid, which is a natural component of Yeast Extract, plays a major role in its aromatic power. Glutamic acid, also referred to as monosodium glutamate (MSG) has flavor enhancing capabilities and is associated with Umami, the fifth taste sensation.""<br />-www.yeastextract.info",Not your average broth...,4
"First of all, I would NOT by these on amazon if there is a Trader Joe's near you. I want to say they cost maybe $6 a bag there? Definitely don't need a case and don't need to pay these outrageous prices.<br /><br />The bagels are not bad if you toast them REALLY well so that the insides get a bit more crunchy. The insides tend to be a bit doughy- for lack of a better term.<br /><br />Here is a tip: use these for pizza bagels instead of buying overpriced frozen GF pizza. These taste MUCH better and will save you $$$! Just slap on some pizza sauce (or use tomato paste from a can and season it with garlic salt and pepper and dried italian herbs), shredded cheese, pepperoni, whatever toppings you like! Heat in an oven 375 degrees until brown. I can't even tell they are on a GF bagel when I eat them like that. You can also use these for tuna melts or any other hot sandwich. Try them in a panini press and make your own steak and cheese sandwiches! Yum!",The best GF bagel - but don't expect too much,4
Very well using to me in daily food hweating I love it,Pretty good,4
This is a good syrup to make a lavender martini.<br /><br />3 measures of vanilla vodka<br />1 measure of Monin Lavender syrup<br />1/2 measure of fresh squeezed lemon juice<br /><br />Mix and shake with ice cubes. Pour into glass and then add a layer of crushed ice.<br />One of the best drinks you'll ever have.,Good lavender syrup,4
Moreover products was good.... Price also fair,Worth the money,4
We don't get ribbin in the neck but the product is awesome  and nice,Good choice,4
I recently bought a Keurig coffee maker and was looking for k-cups when I discovered this.  My daughter is a hot chocolate lover and so I decided to give this a try.  If your coffee machine has different size drink settings use smallest size setting otherwise it is too watery but when done on the lowest size setting it makes a very good cup of hot cocoa.  My daughter loves it and has it nearly every morning.  It is very convenient and if you have a Keurig coffee maker and are looking for drink alternatives to coffee this is a good choice.,Good for a different drink option,4
"box it was shipped it was demolished in shipping, needs to be shipped in a stronger box",coconut water,4
"I am so happy with this product it is the best coconut oil I ever had and it is so good for you as well, use it in all your cooking it is 100% colesterol free, and tastes good too !",wonderfull product,4
"These are very tasty cookies.  Originally I bought them because they are gentler on one's stomach.  After a few necessary surgeries last year I found that wheat products tended to make me feel bloated and uncomfortable if I ate too much of them.  Thus I tried to cut back on wheat.  Of course cookies are one of those things we feel guilty about anyhow.  Well I don't feel guilty eating these cookies!  They have no ingredients which cause an allergic reation such as refined sugars, dairly or wheat.  Also they are delicious.  My finace has been requesting them and he grew up on the all-american startch and potato diet!<br /><br />The reason for 4 stars:<br /><br />The only suggestion I have is that the packaging be improved.  By this I mean that each package has 2 servings but the serving is only half a cookie!  So one can gobble up too much at a time.  If they would make one-serving sizes that would be great.  It's easier to control calories, requires less mental calculation and is an honest way to report calories.  Also for children it's easier to say ""one"" cookie, then ""half"" a cookie.<br /><br />However I don't hold this too much against the company because this packaging is standard industry practise.  However I hope in future they will think about making a single-serving package or a same-size package that has 2 cookies.<br /><br />Otherwise they are fantastic for what they are meant to be...that is a cookie alternative for those of us with sensitive digestive systems, and perhaps a few loved ones with a sweet tooth.",Tasty cookie -- even fiance likes it..,4
